edad;clase_trabajo;peso_final;educacion;años_educacion;estado_civil;ocupacion;relacion_familiar;raza;sexo;ganancia_capital;perdida_capital;horas_semana;pais_origen;ingreso
17;privado;116626;11 grado;7;soltero/a;limpieza/mantenimiento;hijo/a propio/a;blanco/a;masculino;0;1719;18;estados unidos;<=50k
27;privado;193898;licenciatura;13;casado/a;ventas;esposo;blanco/a;masculino;0;0;45;estados unidos;>50k
43;gobierno local;180407;licenciatura;13;divorciado/a;ejecutivo/gerente;no casado/a;blanco/a;masculino;0;0;42;alemania;<=50k
46;privado;72619;universitario incompleto;10;casado/a;ejecutivo/gerente;esposa;blanco/a;femenino;0;0;40;estados unidos;>50k
25;privado;206600;9 grado;5;soltero/a;operador de maquinaria;otro familiar;blanco/a;masculino;0;0;48;mexico;<=50k
19;;252752;secundaria completa;9;soltero/a;;hijo/a propio/a;negro/a;masculino;0;0;35;estados unidos;<=50k
47;privado;329144;secundaria completa;9;casado/a;ventas;esposo;blanco/a;masculino;4386;0;45;estados unidos;>50k
44;privado;181762;licenciatura;13;casado/a;transporte/logistica;esposo;blanco/a;masculino;15024;0;55;estados unidos;>50k
47;privado;105381;secundaria completa;9;divorciado/a;ventas;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
30;privado;254905;secundaria completa;9;casado/a;operador de maquinaria;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
30;privado;509500;licenciatura;13;soltero/a;soporte tecnico;sin familia conviviente;blanco/a;femenino;4787;0;45;estados unidos;>50k
27;privado;300783;universitario incompleto;10;casado/a;ventas;esposa;blanco/a;mujer;0;0;42;estados unidos;>50k
53;privado;266529;tecnico vocacional;11;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
20;privado;138107;secundaria completa;9;soltero/a;limpieza/mantenimiento;hijo/a propio/a;negro/a;masculino;0;0;35;estados unidos;<=50k
29;privado;239753;secundaria completa;9;casado/a;administrativo;esposa;blanco/a;femenino;0;2057;20;estados unidos;<=50k
51;gobierno local;319054;secundaria completa;9;casado/a;transporte/logistica;esposo;negro/a;masculino;0;0;60;estados unidos;<=50k
17;privado;108470;11 grado;7;soltero/a;otros servicios;hijo/a propio/a;negro/a;masculino;0;0;17;estados unidos;<=50k
62;;141218;maestria;14;casado/a;;esposo;blanco/a;masculino;0;0;30;estados unidos;>50k
28;PRIVADO;261278;tecnico vocacional;11;soltero/a;soporte tecnico;sin familia conviviente;negro/a;femenino;0;0;40;estados unidos;hasta 50k
29;gobierno estatal;199450;universitario incompleto;10;divorciado/a;administrativo;no casado/a;negro/a;masculino;0;0;40;estados unidos;<=50k
20;privado;164775;5-6 grado;3;Soltera;limpieza/mantenimiento;otro familiar;blanco/a;masculino;0;0;40;guatemala;<=50k
47;privado;74305;licenciatura;13;divorciado/a;oficios/reparacion;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
29;privado;202182;universitario incompleto;10;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;50;estados unidos;<=50k
41;gobierno estatal;214985;secundaria completa;9;divorciado/a;ejecutivo/gerente;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
36;privado;52327;maestria;14;casado/a;profesional especializado;esposo;otro;masculino;0;0;40;iran;>50k
21;privado;174907;secundaria completa;9;soltero/a;administrativo;hijo/a propio/a;blanco/a;femenino;0;0;40;estados unidos;<=50K.
46;PRIVADO;155489;maestria;14;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;50;estados unidos;>50k
35;privado;91839;licenciatura;13;casado/a;otros servicios;esposo;indigena americano/esquimal;masculino;7688;0;20;estados unidos;>50k
44;gobierno estatal;55395;secundaria completa;9;soltero/a;oficios/reparacion;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
36;privado;370156;secundaria completa;9;divorciado/a;Admin.;no casado/a;blanco/a;femenino;0;0;38;estados unidos;<=50k
18;privado;138557;11 grado;7;soltero/a;limpieza/mantenimiento;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
59;privado;53481;universitario incompleto;10;casado/a;ventas;esposo;blanco/a;masculino;0;0;50;estados unidos;<=50k
30;privado;236861;secundaria completa;9;soltero/a;ejecutivo/gerente;sin familia conviviente;blanco/a;masculino;0;1876;45;estados unidos;<=50k
22;privado;199555;universitario incompleto;10;soltero/a;agricultura/pesca;hijo/a propio/a;blanco/a;hombre;0;0;25;estados unidos;<=50k
34;privado;202822;maestria;14;soltero/a;soporte tecnico;no casado/a;negro/a;femenino;0;0;40;;<=50k
56;privado;413373;7-8 grado;4;casado/a;Transporte;esposo;blanco/a;masculino;0;0;36;estados unidos;<=50k
29;privado;423158;universitario incompleto;10;soltero/a;soporte tecnico;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
36;autonomo no incorporado;280169;universitario incompleto;10;casado/a;agricultura/pesca;esposo;blanco/a;Masc.;3456;0;8;estados unidos;<=50k
24;privado;157332;universitario incompleto;10;soltero/a;operador de maquinaria;hijo/a propio/a;blanco/a;femenino;0;0;42;estados unidos;<=50k
42;privado;99254;tecnico academico;12;casado/a;administrativo;esposa;negro/a;femenino;0;0;40;estados unidos;>50k
26;privado;245880;secundaria completa;9;soltero/a;otros servicios;otro familiar;blanco/a;masculino;0;0;40;estados unidos;<=50k
71;privado;97870;maestria;14;divorciado/a;profesional especializado;sin familia conviviente;blanco/a;fem;0;0;15;alemania;menor 50k
57;gobierno estatal;250976;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
37;privado;114605;secundaria completa;9;casado/a;agricultura/pesca;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
47;autonomo no incorporado;83064;licenciatura;13;casado/a;agricultura/pesca;esposo;blanco/a;masculino;0;0;60;estados unidos;<=50k
27;privado;163942;secundaria completa;9;soltero/a;oficios/reparacion;sin familia conviviente;blanco/a;masculino;0;0;35;irlanda;<=50K.
44;gobierno estatal;351228;secundaria completa;9;casado/a;administrativo;esposo;blanco/a;masc;0;0;40;estados unidos;<=50k
21;privado;198822;secundaria completa;9;soltero/a;administrativo;hijo/a propio/a;blanco/a;mujer;0;0;35;estados unidos;<=50k
36;gobierno local;359001;universitario incompleto;10;casado/a;servicios de proteccion;esposo;blanco/a;masculino;0;0;48;estados unidos;<=50k
40;privado;82161;licenciatura;13;soltero/a;administrativo;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
63;gobierno local;57674;maestria;14;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;48;estados unidos;<=50k
30;privado;203258;secundaria completa;9;soltero/a;otros servicios;sin familia conviviente;blanco/a;femenino;0;0;35;estados unidos;<=50k.
21;;61777;universitario incompleto;10;soltero/a;;sin familia conviviente;blanco/a;masculino;0;0;70;;<=50k
50;autonomo no incorporado;105010;secundaria completa;9;casado/a;agricultura/pesca;esposo;blanco/a;masculino;0;2051;20;estados unidos;<=50k
34;gobierno local;117392;maestria;14;soltero/a;profesional especializado;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
35;privado;46385;secundaria completa;9;casado/a;transporte/logistica;esposo;blanco/a;masculino;5178;0;90;estados unidos;>50k
36;privado;176101;universitario incompleto;10;soltero/a;oficios/reparacion;hijo/a propio/a;blanco/a;masculino;2174;0;60;estados unidos;<=50k
50;privado;228057;secundaria completa;9;casado/a;transporte/logistica;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
47;gobierno estatal;54887;doctorado;16;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
32;privado;130057;licenciatura;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;45;estados unidos;>50k
41;autonomo no incorporado;142725;secundaria completa;9;casado/a;transporte/logistica;esposo;blanco/a;masculino;0;0;45;estados unidos;<=50k
19;privado;118352;universitario incompleto;10;Sin pareja;otros servicios;hijo/a propio/a;blanco/a;femenino;0;0;16;estados unidos;<=50k
22;autonomo incorporado;40767;universitario incompleto;10;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
34;privado;115858;secundaria completa;9;divorciado/a;administrativo;hijo/a propio/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
27;privado;202239;secundaria completa;9;casado/a;limpieza/mantenimiento;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
49;privado;43910;secundaria completa;9;casado/a;administrativo;esposa;blanco/a;femenino;0;0;30;estados unidos;<=50k
64;privado;256466;secundaria completa;9;casado/a;soporte tecnico;esposo;asiatico/isleno pacifico;masculino;0;0;60;filipinas;>50k
20;privado;210338;universitario incompleto;10;soltero/a;otros servicios;hijo/a propio/a;blanco/a;femenino;0;0;15;estados unidos;<=50k
29;gobierno federal;360527;maestria;14;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
36;;356838;12 grado;8;soltero/a;;sin familia conviviente;blanco/a;masculino;0;0;35;estados unidos;<=50k
36;privado;213008;secundaria completa;9;divorciado/a;agricultura/pesca;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
39;privado;190466;secundaria completa;9;divorciado/a;oficios/reparacion;hijo/a propio/a;blanco/a;masculino;2174;0;40;estados unidos;<=50k
31;privado;197672;  licenciatura  ;13;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
36;privado;186808;licenciatura;13;casado/a;oficios/reparacion;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;>50k
25;gobierno federal;50053;licenciatura;13;soltero/a;soporte tecnico;sin familia conviviente;blanco/a;masculino;0;0;45;estados unidos;<=50k
32;privado;143604;  secundaria completa  ;9;divorciado/a;otros servicios;sin familia conviviente;negro/a;femenino;0;0;16;estados unidos;<=50k
41;autonomo no incorporado;188738;secundaria completa;9;divorciado/a;oficios/reparacion;no casado/a;blanco/a;masculino;0;0;27;estados unidos;<=50k
25;privado;1484705;universitario incompleto;10;divorciado/a;ejecutivo/gerente;no casado/a;blanco/a;femenino;0;0;25;estados unidos;<=50k
65;privado;170012;licenciatura;13;casado/a;administrativo;esposo;blanco/a;masculino;0;0;34;estados unidos;<=50k
70;privado;145419;secundaria completa;9;viudo/a;administrativo;no casado/a;blanco/a;femenino;0;0;5;estados unidos;<=50k
38;privado;234298;licenciatura;13;divorciado/a;ejecutivo/gerente;sin familia conviviente;blanco/a;masculino;6849;0;60;estados unidos;<=50k
45;privado;127111;maestria;14;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;55;estados unidos;>50k
37;privado;377798;universitario incompleto;10;casado/a;oficios/reparacion;esposo;blanco/a;masculino;3103;0;40;estados unidos;>50k
31;privado;155781;licenciatura;13;casado/a;ventas;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
52;autonomo incorporado;561489;maestria;14;divorciado/a;ejecutivo/gerente;sin familia conviviente;negro/a;femenino;0;0;50;estados unidos;<=50k
31;privado;165949;secundaria completa;9;divorciado/a;otros servicios;no casado/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
72;;33608;universitario incompleto;10;casado/a;;esposo;blanco/a;masculino;9386;0;30;estados unidos;>50k
27;privado;210313;secundaria completa;9;soltero/a;;otro familiar;blanco/a;masculino;0;0;28;guatemala;<=50k
41;;116379;maestria;14;casado/a;;esposo;asiatico/isleno pacifico;masculino;0;0;55;;>50k
43;privado;393354;universitario incompleto;10;casado/a;administrativo;esposa;negro/a;femenino;0;0;38;estados unidos;>50k
39;privado;176101;licenciatura;13;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50,000
68;privado;224338;  tecnico vocacional  ;11;viudo/a;ejecutivo/gerente;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
61;autonomo incorporado;253101;universitario incompleto;10 años;viudo/a;ventas;sin familia conviviente;blanco/a;femenino;0;0;20;estados unidos;<=50k
47;privado;115813;tecnico academico;12;separado/a;administrativo;no casado/a;blanco/a;femenino;0;0;57;estados unidos;<=50k
33;privado;162572;secundaria completa;9 años;casado/a;transporte/logistica;esposo;blanco/a;masculino;0;0;55;estados unidos;>50k
30;privado;167476;universitario incompleto;10;divorciado/a;operador de maquinaria;sin familia conviviente;blanco/a;masculino;0;0;50;estados unidos;<=50k
67;;330144;maestria;14;casado/a;;esposo;blanco/a;masculino;0;0;48;;>50k
37;privado;302604;universitario incompleto;10;separado/a;otros servicios;otro familiar;blanco/a;femenino;0;0;40;estados unidos;<=50k
57;privado;104272;  11 grado  ;7;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
34;gobierno local;231826;secundaria completa;9;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;40;el salvador;<=50k
48;autonomo no incorporado;200471;universitario incompleto;10 años;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
58;gobierno estatal;110199;7-8 grado;4;casado/a;transporte/logistica;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
47;gobierno local;203067;licenciatura;13;divorciado/a;profesional especializado;sin familia conviviente;blanco/a;masculino;0;0;50;estados unidos;<=50k
52;autonomo no incorporado;283079;secundaria completa;9;soltero/a;profesional especializado;sin familia conviviente;blanco/a;masculino;0;0;50;estados unidos;<=50k
30;;190040;licenciatura;13;soltero/a;;sin familia conviviente;blanco/a;femenino;0;0;40;;<=50k
40;;341539;universitario incompleto;10;divorciado/a;;sin familia conviviente;blanco/a;femenino;0;0;30;estados unidos; <=50k
19;privado;45766;universitario incompleto;10;soltero/a;limpieza/mantenimiento;sin familia conviviente;blanco/a;masculino;0;0;45;estados unidos;<=50k
33;privado;112383;universitario incompleto;10;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
30;privado;149184;licenciatura;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;45;estados unidos;>50k
57;gobierno estatal;254949;secundaria completa;9;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
59;gobierno local;140478;maestria;14;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
21;privado;165107;universitario incompleto;10;soltero/a;servicio domestico;hijo/a propio/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
27;privado;146764;universitario incompleto;10;casado/a;ejecutivo/gerente;esposa;blanco/a;femenino;0;0;40;estados unidos;>50k
47;privado;285200;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;300;estados unidos;<=50k
36;privado;187983;licenciatura;13;casado/a;profesional especializado;esposa;blanco/a;femenino;0;0;40;estados unidos;<=50k
40;privado;272240;secundaria completa;9;divorciado/a;operador de maquinaria;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
19;privado;446219;10 grado;6;soltero/a;ventas;no casado/a;negro/a;femenino;0;0;40;estados unidos;<=50k
47;privado;45857;secundaria completa;9;soltero/a;administrativo;no casado/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
23;privado;123983;tecnico vocacional;11;soltero/a;profesional especializado;hijo/a propio/a;asiatico/isleno pacifico;masculino;0;0;40;estados unidos;<=50k
25;privado;144478;universitario incompleto;10;soltero/a;otros servicios;hijo/a propio/a;blanco/a;masculino;0;0;40;polonia;<=50k
26;privado;105787;secundaria completa;9;soltero/a;oficios/reparacion;hijo/a propio/a;blanco/a;masculino;0;0;36;estados unidos;<=50k
49;privado;239865;11 grado;7;casado/a;transporte/logistica;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
20;;243878;universitario incompleto;10;soltero/a;;hijo/a propio/a;blanco/a;masculino;0;0;40;;<=50k
44;gobierno local;165304;universitario incompleto;10;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;1485;40;estados unidos;>50k
27;privado;380560;secundaria completa;9;soltero/a;agricultura/pesca;otro familiar;blanco/a;masculino;0;0;40;mexico;<=50k
32;gobierno estatal;182556;licenciatura;13;casado/a;servicios de proteccion;esposo;blanco/a;masculino;0;1887;45;estados unidos;>50k
26;gobierno local;336969;licenciatura;13;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;28;el salvador;<=50k
46;privado;164427;secundaria completa;9;divorciado/a;administrativo;hijo/a propio/a;blanco/a;femenino;0;0;45;estados unidos;<=50k
40;privado;374764;universitario incompleto;10;divorciado/a;limpieza/mantenimiento;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
30;privado;119164;licenciatura;13;soltero/a;otros servicios;no casado/a;blanco/a;masculino;0;0;40;;<=50k
46;gobierno estatal;273771;secundaria completa;9;casado/a;soporte tecnico;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
62;gobierno estatal;39630;licenciatura;13;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
42;privado;150533;universitario incompleto;10;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;7298;0;52;estados unidos;>50k
55;;200235;secundaria completa;9;casado/a;;esposo;blanco/a;masculino;0;0;50;estados unidos;>50k
41;privado;119266;secundaria completa;9;casado/a;otros servicios;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
53;privado;539864;universitario incompleto;10;divorciado/a;oficios/reparacion;sin familia conviviente;blanco/a;masculino;0;0;20;estados unidos;<=50k
39;;261504;12 grado;8;divorciado/a;;no casado/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
34;privado;120959;universitario incompleto;10;divorciado/a;administrativo;no casado/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
